url,label,url_length,dot_count,hyphen_count,has_at,has_ip,subdomain_count,uses_https,suspicious_words
http://f1del-llity.sbs/7d0utk5/,phishing,31,1,1,0,0,0,0,0
http://f1del-lllty.icu/7d0utk5/,phishing,31,1,1,0,0,0,0,0
http://flde-1lity.bond/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
http://f1del-1lity.cyou/7d0utk5/page.html,phishing,41,2,1,0,0,0,0,0
http://f1del-ility.sbs/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
https://flde-1lity.icu/7d0utk5/page.html,phishing,40,2,1,0,0,0,1,0
https://f1del-ll1ty.qpon/7d0utk5/page.html,phishing,42,2,1,0,0,0,1,0
http://f1del-lllty.cyou/7d0utk5/page.html,phishing,41,2,1,0,0,0,0,0
http://flde-1lity.sbs/7d0utk5/page.html,phishing,39,2,1,0,0,0,0,0
https://f1del-1lity.sbs/7d0utk5/page.html,phishing,41,2,1,0,0,0,1,0
http://flde-1lity.cfd/7d0utk5/page.html,phishing,39,2,1,0,0,0,0,0
http://f1del-ll1ty.icu/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
http://f1del-llity.bond/7d0utk5/page.html,phishing,41,2,1,0,0,0,0,0
http://f1del-1lity.bond/7d0utk5/page.html,phishing,41,2,1,0,0,0,0,0
http://f1del-ll1ty.sbs/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
http://f1del-llity.sbs/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
http://f1del-llity.cyou/7d0utk5/page.html,phishing,41,2,1,0,0,0,0,0
http://flde-1lity.cyou/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
http://f1del-lllty.icu/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
http://f1del-llity.icu/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
http://f1del-llity.qpon/7d0utk5/page.html,phishing,41,2,1,0,0,0,0,0
https://f1del-1lity.cfd/7d0utk5/page.html,phishing,41,2,1,0,0,0,1,0
https://f1del-ility.qpon/7d0utk5/page.html,phishing,42,2,1,0,0,0,1,0
http://f1del-1lity.icu/7d0utk5/page.html,phishing,40,2,1,0,0,0,0,0
https://flde-1lity.qpon/7d0utk5/page.html,phishing,41,2,1,0,0,0,1,0
http://f1del-lllty.qpon/7d0utk5/page.html,phishing,41,2,1,0,0,0,0,0
https://secure-ledger-aut.webflow.io/,phishing,37,2,2,0,0,1,1,1
https://sinta.alwaysdata.net/ojol/wp-admin/maint/loto/nit/wallet.php/,phishing,69,3,1,0,0,1,1,0
http://cdfdeatt.weebly.com/,phishing,27,2,0,0,0,1,0,0
http://fq39hm.shop/,phishing,19,1,0,0,0,0,0,0
https://helps43957.zentech3129.click/,phishing,37,2,0,0,0,1,1,0
http://help-live---ledgre.webflow.io/,phishing,37,2,4,0,0,1,0,0
http://case-10069616.ljdatrophysclothingwear.com/,phishing,49,2,1,0,0,1,0,0
https://pe-interbank-pe.glitch.me/,phishing,34,2,2,0,0,1,1,1
https://meatttmasslogin.webflow.io/,phishing,35,2,0,0,0,1,1,1
https://trigondigital.in/ne/?uid=aaaa@example.jp,phishing,48,2,0,1,0,0,1,0
https://kucoeinlogzin.webflow.io/,phishing,33,2,0,0,0,1,1,0
http://f1del-lllty.sbs/,phishing,23,1,1,0,0,0,0,0
https://support-steampowered.com/,phishing,33,1,1,0,0,0,1,0
https://www.shard-merge-cache.vercel.app/,phishing,41,3,2,0,0,2,1,0
http://www.stream-fork-core.vercel.app/,phishing,39,3,2,0,0,2,0,0
http://meta-ads-manager-support-business-i-amber.vercel.app/facebook-meta.html,phishing,78,3,7,0,0,1,0,0
https://5511566.com/,phishing,20,1,0,0,0,0,1,0
http://bafybeifqgf7hacp4ugl6xk57ans3phuwnlp3z3gnzdxkrgb5rfaoestwfy.ipfs.dweb.link/,phishing,82,3,0,0,0,2,0,0
https://instagramviewimages.blogspot.com/,phishing,41,2,0,0,0,1,1,0
https://flde-1lity.bond/7d0utk5/,phishing,32,1,1,0,0,0,1,0
https://mxx777.net/,phishing,19,1,0,0,0,0,1,0
http://m.xn--wqr44au58h7ev.com/,phishing,31,2,2,0,0,1,0,0
http://soport-385validar.ct.ws/?i=1,phishing,35,2,1,0,0,1,0,0
https://ef5353cc-6cc0-4186-8230-aa0d3fb3e85b-00-2umra8v3ogatk.worf.replit.dev/transaction/ent/b-34f5/client.php,phishing,111,4,7,0,0,2,1,0
https://cdmv.gov-ugf.win/pay,phishing,28,2,1,0,0,1,1,0
http://trezorstrat.webflow.io/,phishing,30,2,0,0,0,1,0,0
https://mohitsinghbisht2003.github.io/BharatIntern-Project2/,phishing,60,2,1,0,0,1,1,0
https://vaibhavhackwhiz.github.io/Amazon-clone/,phishing,47,2,1,0,0,1,1,0
https://backgroundcheckspecialist.pages.dev/,phishing,44,2,0,0,0,1,1,0
https://petravalidatorfix.pages.dev/,phishing,36,2,0,0,0,1,1,0
https://shard-merge-cache.vercel.app/,phishing,37,2,2,0,0,1,1,0
https://f1del-l11ty.icu/page.html,phishing,33,2,1,0,0,0,1,0
http://stream-fork-core.vercel.app/,phishing,35,2,2,0,0,1,0,0
http://pagina.pro/verifyaccountfacebook,phishing,39,1,0,0,0,0,0,1
http://tiktok.dingdongshop.org/,phishing,31,2,0,0,0,1,0,0
https://sso-ndax-cdn--auuth.webflow.io/,phishing,39,2,4,0,0,1,1,0
http://trusttd.world/sign-in,phishing,28,1,1,0,0,0,0,0
https://souentregadorshopee.com.br/,phishing,35,2,0,0,0,1,1,0
http://www.netfliix.ch/,phishing,23,2,0,0,0,1,0,0
https://cdmv.gov-xwn.win/pay,phishing,28,2,1,0,0,1,1,0
https://dmv.com-hqxcv.vip/us,phishing,28,2,1,0,0,1,1,0
https://dmv.com-vnmbd.vip/us,phishing,28,2,1,0,0,1,1,0
https://pub-39eccc81a22049c8a0ec3214ec037872.r2.dev/index.html,phishing,62,3,1,0,0,1,1,0
https://deneme.luxoboutique.com.tr/,phishing,35,3,0,0,0,2,1,0
https://dmv.com-xczql.vip/us,phishing,28,2,1,0,0,1,1,0
https://cdmv.gov-xwx.win/pay,phishing,28,2,1,0,0,1,1,0
https://latamsaletour.vercel.app/ofertas/indexx.html,phishing,52,3,0,0,0,1,1,0
https://f1del-lllty.cfd/page.html,phishing,33,2,1,0,0,0,1,0
https://f1del-l1lty.bond/page.html,phishing,34,2,1,0,0,0,1,0
https://f1del-l1lty.cfd/page.html,phishing,33,2,1,0,0,0,1,0
https://f1del-l1lty.icu/page.html,phishing,33,2,1,0,0,0,1,0
https://f1del-l11ty.qpon/page.html,phishing,34,2,1,0,0,0,1,0
https://f1del-l11ty.bond/page.html,phishing,34,2,1,0,0,0,1,0
https://f1del-l1lty.qpon/page.html,phishing,34,2,1,0,0,0,1,0
https://f1del-lllty.bond/page.html,phishing,34,2,1,0,0,0,1,0
http://f1del-il1ty.qpon/,phishing,24,1,1,0,0,0,0,0
http://f1del-lllty.cfd/,phishing,23,1,1,0,0,0,0,0
http://f1del-l1lty.cfd/,phishing,23,1,1,0,0,0,0,0
https://f1del-l1lty.bond/,phishing,25,1,1,0,0,0,1,0
http://f1del-l11ty.qpon/,phishing,24,1,1,0,0,0,0,0
https://f1del-l11ty.bond/,phishing,25,1,1,0,0,0,1,0
https://f1del-l1lty.icu/,phishing,24,1,1,0,0,0,1,0
https://f1del-l11ty.cfd/page.html,phishing,33,2,1,0,0,0,1,0
https://sso---ndax-cdn-auths-d.webflow.io/,phishing,42,2,6,0,0,1,1,0
http://f1del-l11ty.cfd/,phishing,23,1,1,0,0,0,0,0
http://pranavsharma00.github.io/spotify,phishing,39,2,0,0,0,1,0,0
https://onewglob.pw:443/coi/?b=YTo0OntzOjU6ImxhYmVsIjtzOjA6IiI7czozOiJ1c3IiO2k6MTAwMztzOjQ6Im5vcGQiO3M6MTE6ImdhbWVwcm94LmNjIjtzOjE6Im8iO2k6MTAzO30=,phishing,147,1,0,0,0,0,1,0
https://gameprox.cc/go/y264u244/y264x2,phishing,38,1,0,0,0,0,1,0
https://danakaget.live/m.dana.id/dana/,phishing,38,3,0,0,0,0,1,0
https://f1del-l11ty.cyou/page.html,phishing,34,2,1,0,0,0,1,0
https://f1del-l11ty.sbs/page.html,phishing,33,2,1,0,0,0,1,0
https://f1del-l1lty.cyou/page.html,phishing,34,2,1,0,0,0,1,0
https://f1del-l11ty.sbs/,phishing,24,1,1,0,0,0,1,0
https://f1del-l1lty.cyou/,phishing,25,1,1,0,0,0,1,0
https://f1del-l1lty.sbs/,phishing,24,1,1,0,0,0,1,0
https://f1del-l1lty.sbs/page.html,phishing,33,2,1,0,0,0,1,0
https://f1del-lllty.sbs/page.html,phishing,33,2,1,0,0,0,1,0
http://f1del-l11ty.cyou/,phishing,24,1,1,0,0,0,0,0
http://kioket.plognoken.top/,phishing,28,2,0,0,0,1,0,0
https://stemncommunnity.com/tradeoffers/new/?parter=7538132337&token=S220Aq,phishing,75,1,0,0,0,0,1,0
https://steomcoommnumnlty.com/fd9320909dfi09090909209094224090242,phishing,65,1,0,0,0,0,1,0
https://steomcoommnumnlty.com/fd8x832239df930923od9f092409029424,phishing,64,1,0,0,0,0,1,0
http://ebay-kleinanzeigen-de-m-einloggen-html-user8292738.weebly.com/,phishing,69,2,6,0,0,1,0,0
http://pub-6f5f5befe14e4f778ca278fd7e0a2abf.r2.dev/index.html,phishing,61,3,1,0,0,1,0,0
https://dmv.com-hlrbg.vip/us,phishing,28,2,1,0,0,1,1,0
https://cdmv.gov-xwv.win/pay,phishing,28,2,1,0,0,1,1,0
http://f1del-ility.cyou/forgotLogin.html,phishing,40,2,1,0,0,0,0,1
http://metamaskkinotlogin.webflow.io/,phishing,37,2,0,0,0,1,0,1
http://metimakslogi.webflow.io/,phishing,31,2,0,0,0,1,0,0
https://f1del-ility.cfd/forgotLogin.html,phishing,40,2,1,0,0,0,1,1
https://f1del-il1ty.bond/forgotLogin.html,phishing,41,2,1,0,0,0,1,1
http://f1del-il1ty.cfd/forgotLogin.html,phishing,39,2,1,0,0,0,0,1
http://f1del-il1ty.icu/forgotLogin.html,phishing,39,2,1,0,0,0,0,1
https://support-263.ubpages.com/a268f82-1/,phishing,42,2,2,0,0,1,1,0
http://www.divice-location.us/tYVOF/,phishing,36,2,1,0,0,1,0,0
http://flash-courageous-aphid.glitch.me/quad.html,phishing,49,3,2,0,0,1,0,0
http://indigo-cobalt-innocent.glitch.me/public/NewNavyFederal.org.html,phishing,70,4,2,0,0,1,0,0
http://pancake-clone.vercel.app/activity/,phishing,41,2,1,0,0,1,0,0
https://h551006.cc/,phishing,19,1,0,0,0,0,1,0
https://f1del-il1ty.sbs/forgotLogin.html,phishing,40,2,1,0,0,0,1,1
https://f1del-ility.icu/forgotLogin.html,phishing,40,2,1,0,0,0,1,1
https://cug.wng.mybluehost.me/wp-admin/spotify/comprar/prv/,phishing,59,3,1,0,0,2,1,0
http://taap.it/2Rtbft,phishing,21,1,0,0,0,0,0,0
https://s161.servername.online/~chime256/anaesco/gele/home/nkl-log.php,phishing,70,3,1,0,0,1,1,0
https://pub-79ff6c7625cf43c59c1c3c3a0aea7ccb.r2.dev/index.html,phishing,62,3,1,0,0,1,1,0
https://pub-a29070233cb54ef393c1ddea471f903c.r2.dev/index.html,phishing,62,3,1,0,0,1,1,0
https://f1del-il1ty.sbs/page.html,phishing,33,2,1,0,0,0,1,0
https://f1del-il1ty.sbs/,phishing,24,1,1,0,0,0,1,0
https://unitedhartstore.club/,phishing,29,1,0,0,0,0,1,0
https://kleinanzeigen.demarket-de1.com/order/spIIgb5Yihlk/?plg=anafema,phishing,70,2,1,0,0,1,1,0
https://stearncommunnity.com/gift/139392298290,phishing,46,1,0,0,0,0,1,0
http://f1del-il1ty.icu/page.html,phishing,32,2,1,0,0,0,0,0
https://ngx361.inmotionhosting.com/~necd645/sql/isriii/,phishing,55,2,0,0,0,1,1,0
https://scresinc.com/webmaileyezik.html,phishing,39,2,0,0,0,0,1,0
http://topijeramitheallmighty.duckdns.org/CHASE/,phishing,48,2,0,0,0,1,0,0
https://amalkrishnakp.github.io/NETFILX_CLONE/,phishing,46,2,0,0,0,1,1,0
http://pagina.pro/facebook-verify-account-argentina,phishing,51,1,3,0,0,0,0,1
https://nikamroshan.github.io/Netflix-Clone-/,phishing,45,2,2,0,0,1,1,0
http://www.infineze.cc/vote/XxUnlySLgRoAxvFSAsck/,phishing,49,2,0,0,0,1,0,0
https://cdmv.gov-ugl.win/pay,phishing,28,2,1,0,0,1,1,0
https://steomcoommnumnlty.com/gud8283982984298d9f989824902,phishing,58,1,0,0,0,0,1,0
http://att-broaband.weeblysite.com/,phishing,35,2,1,0,0,1,0,0
https://coinbase18.com/,phishing,23,1,0,0,0,0,1,0
https://007k7.com/,phishing,18,1,0,0,0,0,1,0
http://breezy-boundless-verbena.glitch.me/,phishing,42,2,2,0,0,1,0,0
https://servicos30h-itau-id046541-gbh8cecchvbtangw.brazilsouth-01.azurewebsites.net/,phishing,84,3,4,0,0,2,1,0
http://sinta.alwaysdata.net/ojol/wp-admin/maint/loto/nit/wallet.php,phishing,67,3,1,0,0,1,0,0
http://portger.github.io/rogersmembersuser,phishing,42,2,0,0,0,1,0,0
https://hnmfd-6728413-futuretech-plovmryt-008.diversifiedhr.biz/master,phishing,70,2,4,0,0,1,1,0
https://amou-appeal13214864.vercel.app/,phishing,39,2,1,0,0,1,1,0
https://metaforbusiness-fbads.ubpages.com/support-brl,phishing,53,2,2,0,0,1,1,0
https://public-us-trezor.squarespace.com/,phishing,41,2,2,0,0,1,1,0
https://secure.dhlguestmanagement.com/events2/login.cfm?ref=/events2/index.cfm?auuid=2A03EE2D-9B78-8C32-BC45201A62BC3FB1credapp.cfm&statusCodeID=10,phishing,147,5,3,0,0,1,1,1
https://secure.dhlguestmanagement.com/events2/login.cfm?ref=/events2/index.cfm?auuid=420108F3-DCB0-B861-0DE000110CB3961Acredapp.cfm&statusCodeID=10,phishing,147,5,3,0,0,1,1,1
https://meta-ads-manager-support-business-git-3dc737-company-045593603.vercel.app/facebook-meta.html/,phishing,101,3,9,0,0,1,1,0
http://helpdeskbrhr.weebly.com/,phishing,31,2,0,0,0,1,0,0
https://steomcoommnumnlty.com/gof89292909d09f909240924092092094,phishing,63,1,0,0,0,0,1,0
https://public-us-trezor.squarespace.com/us-en,phishing,46,2,3,0,0,1,1,0
https://cu25.dev-id.de/konto/support/,phishing,37,2,1,0,0,1,1,0
https://ipfs.io/ipfs/bafkreigzg6ejiglob3ysf6epo4bec7d4y2plieztfwgnjroo37y2yovl4i,phishing,80,1,0,0,0,0,1,0
https://portal-trezor-start.netlify.app/,phishing,40,2,2,0,0,1,1,0
https://meta-ads-manager-support-business-i-amber.vercel.app/facebook-meta.html/,phishing,80,3,7,0,0,1,1,0
https://trusted-verification-service-cka-9tsb.vercel.app/violate/appeal.html,phishing,76,3,4,0,0,1,1,0
https://trusted-verification-service-c2-6dn3.vercel.app/violate/appeal.html/,phishing,76,3,4,0,0,1,1,0
http://rightsenforcementtoolscommunity.vercel.app/zL20=vMDFj&s&try=ttu&78g_ep=EgoyMDI1MDM.html,phishing,94,3,0,0,0,1,0,0
http://xndna-costumerid.cassiexnew96.my.id/,phishing,43,3,1,0,0,2,0,0
https://lahob098924-ceb6gre8dpftgnh9.centralus-01.azurewebsites.net/jsdisabled,phishing,78,3,2,0,0,2,1,0
https://accounts.bmwweb.ac/en/login/,phishing,36,2,0,0,0,1,1,1
http://www.paypsl.info/,phishing,23,2,0,0,0,1,0,0
http://rakytfstb.com/,phishing,21,1,0,0,0,0,0,0
http://pagoweb-claro.com/,phishing,25,1,1,0,0,0,0,0
http://www.phaetpanya.com/vibharamupload/1/xryukz_config/ALFA_DATA/login.php,phishing,76,3,0,0,0,1,0,1
http://www.phaetpanya.com/vibharamupload/1/xryukz_config/ALFA_DATA/information.php?access.x39699711837&&data.x=en_0386f83d340e841e43446305c,phishing,139,5,0,0,0,1,0,0
https://projectnamif553.azurewebsites.net/ins/?i=GKREW,phishing,54,2,0,0,0,1,1,0
https://steomcoommnumnlty.com/fid992492409f899420920p240924,phishing,59,1,0,0,0,0,1,0
http://www.sclnwab.vip/us/,phishing,26,2,0,0,0,1,0,0
http://eyjveg50956366.us/,phishing,25,1,0,0,0,0,0,0
http://emonitorinad.top/,phishing,24,1,0,0,0,0,0,0
https://search.jobaplicationchecker.com/,phishing,40,2,0,0,0,1,1,0
https://sumit444-commits.github.io/NETFLIX-CLONE/,phishing,49,2,2,0,0,1,1,0
https://iy1tedzzfkaldlve.bayareasantaclausexperience.com:8443/impact?oSQhyEFU4BJ7c7YxJvHX8gm18=fake@fake.com,phishing,108,3,0,1,0,1,1,0
https://mauriceprosper.github.io/netflix-landing-page/,phishing,54,2,2,0,0,1,1,0
https://www.whatsapp-vy.com/,phishing,28,2,1,0,0,1,1,0
https://arpaintingcolorado.com/wp-subscribe.php/,phishing,48,2,1,0,0,0,1,0
https://loakvk.blogspot.tw/,phishing,27,2,0,0,0,1,1,0
https://clinquant-donut-5d5524.netlify.app/?email=3mail@b.c,phishing,59,3,2,1,0,1,1,0
https://www.zweryfikowac683858.click/konto,phishing,42,2,0,0,0,1,1,0
https://rubabansari150.github.io/NETFLIX-home-page/,phishing,51,2,2,0,0,1,1,0
https://steamcommunl1ty.com/id=5162802847,phishing,41,1,0,0,0,0,1,0
https://entregador-shopee.shop/,phishing,31,1,1,0,0,0,1,0
http://cyppxwitrhmjyhnaoku0qsxvmhoterfe.web-wsapp.net/,phishing,54,2,1,0,0,1,0,0
https://techplaneter.com/mobilelegends/,phishing,39,1,0,0,0,0,1,0
http://logiusgemini-us.godaddysites.com/,phishing,40,2,1,0,0,1,0,0
https://rajeshboya8.github.io/Amazon-Clone/,phishing,43,2,1,0,0,1,1,0
http://ggggbbb.banurrr.biz.id/,phishing,30,3,0,0,0,2,0,0
https://xfinity-100538.weeblysite.com/,phishing,38,2,1,0,0,1,1,0
https://gracfugrindfweorifjdssflf.nyc3.digitaloceanspaces.com/nvvvr.html,phishing,72,4,0,0,0,2,1,0
http://help-extenion-coinbase-com.webflow.io/,phishing,45,2,3,0,0,1,0,0
https://auth-sso---itrusstcapital---com--auth.webflow.io/,phishing,57,2,9,0,0,1,1,0
https://cn.plhhovyj.com:9119/home/register?code=29534,phishing,53,2,0,0,0,1,1,0
https://netfimarketing.com/82324ec41qf40e45860b67838c4ia5f37c52.html,phishing,68,2,0,0,0,0,1,0
https://netfimarketing.com/l80830e19x3acb4a7c38ff1cbc5rceadc6c8.html,phishing,68,2,0,0,0,0,1,0
https://submit-instant-appeal-for-pages-terms-info-review.vercel.app/,phishing,69,2,7,0,0,1,1,0
https://ratneshraj02.github.io/NetFlix-Clone,phishing,44,2,1,0,0,1,1,0
https://metas-vorg.vercel.app/contactsp/help.html?fbclid=IwY2xjawKit1FleHRuA2FlbQIxMABicmlkETFCZzJZYUo0bFM4SnVNTnFRAR4Bttjxu0y28V8f-BnoyQPti7y_X4lFgSJOEPgXOekLmiBTainIitY6Fneneg_aem_HoCdIUEq6s28DrDrW55ayw,phishing,204,3,2,0,0,1,1,0
http://15012566-b2f5-4ff5-9dc7-4627b67ed93a-netflix-clone.pages.dev/,phishing,68,2,6,0,0,1,0,0
http://descuentopromo.pgos.ink/,phishing,31,2,0,0,0,1,0,0
https://kratoz07.github.io/,phishing,27,2,0,0,0,1,1,0
https://jlkxvbkl.pages.dev/,phishing,27,2,0,0,0,1,1,0
http://discord-collaboration.com/gift/id=761114,phishing,47,1,1,0,0,0,0,0
https://stearncommunnity.com/glft-card/817827561939,phishing,51,1,1,0,0,0,1,0
https://web-extn-coinbase-com.webflow.io/,phishing,41,2,3,0,0,1,1,0
https://bd0support.devscenter.workers.dev/bdo-form/9ltsTW7HyUK45pVKE8GOObVJkCtN01UZwq5XSHN4LR,phishing,93,3,1,0,0,2,1,0
https://muhammedsyams.github.io/Amazon-Clone-static/,phishing,52,2,2,0,0,1,1,0
https://www.animon.ai/s,phishing,23,2,0,0,0,1,1,0
https://cn.wanbo44.bet/home/register,phishing,36,2,0,0,0,1,1,0
https://emonitorinbj.top/,phishing,25,1,0,0,0,0,1,0
https://auspostukmf.top/Audtik/,phishing,31,1,0,0,0,0,1,0
http://ef5353cc-6cc0-4186-8230-aa0d3fb3e85b-00-2umra8v3ogatk.worf.replit.dev/,phishing,77,3,6,0,0,2,0,0
https://trusted-verification-service-d13-iawf.vercel.app/violate/appeal.html/,phishing,77,3,4,0,0,1,1,0
https://trusted-verification-service-d13-iawf.vercel.app/violate/page.html/,phishing,75,3,4,0,0,1,1,0
http://tc-nb-well-simpsons.trycloudflare.com/login.html,phishing,55,3,3,0,0,1,0,1
http://tc-nb-well-simpsons.trycloudflare.com/login2.html,phishing,56,3,3,0,0,1,0,1
https://jpg6768889.vercel.app/process.html?3mail@b.c=,phishing,53,4,0,1,0,1,1,0
https://sg-play-naruto.mobilelegendds.com/?fbclid=IwQ0xDSwKlSAxleHRuA2FlbQIxMQABHiuv-atnXjoD3f1WULaKnJbGFxQJvyeMvBhgIfzA4o58H3VSGYBGYQaIoABX_aem_JN2atNj3QAjVgg5yJbB5MQ,phishing,167,2,3,0,0,1,1,0
https://stearncommunnity.com/app/1643320/STALKER_2_Heart_of_Chornobyl,phishing,69,1,0,0,0,0,1,0
https://yagla.tv/c8VYXLb,phishing,24,1,0,0,0,0,1,0
https://stedmcooommnlunlty.com/cgi48920909409df09292309,phishing,55,1,0,0,0,0,1,0
https://chandrakant1212.github.io/Amazon-Clone/,phishing,47,2,1,0,0,1,1,0
https://whatsapph.co/,phishing,21,1,0,0,0,0,1,0
http://ee-account-security.web.app/,phishing,35,2,2,0,0,1,0,1
http://leboncoin.page4898545614.com/buy/378474/,phishing,47,2,0,0,0,1,0,0
https://pub-66b3faa04e9e4dbe91310c81250a3f4f.r2.dev/vmo.html,phishing,60,3,1,0,0,1,1,0
http://kaken-lugainnz.godaddysites.com/,phishing,39,2,1,0,0,1,0,0
https://ipfs.io/ipns/k51qzi5uqu5dmftu1bhdn3eeh4dwfnm4jpo0moqbsuyisyv46vin5wi4wj3ju4/?email=3mail@b.c%0D,phishing,103,2,0,1,0,0,1,0
https://facilcrm.markenetics.com/wp-includes/blocks/weff34g/,phishing,60,2,1,0,0,1,1,0
https://auth-ur-itrustcapital.webflow.io/,phishing,41,2,2,0,0,1,1,0
https://rightsenforcementtoolscommunity.vercel.app/zL20=vMDFj&s&try=ttu&78g_ep=EgoyMDI1MDM,phishing,90,2,0,0,0,1,1,0
https://nliva29.vercel.app/botmoi.html/,phishing,39,3,0,0,0,1,1,0
https://www.dhlexpresspoint.com/,phishing,32,2,0,0,0,1,1,0
https://supports.cloudaccess.host/A/Ama/infospage.php,phishing,53,3,0,0,0,1,1,0
https://vibhas677.github.io/Netflix,phishing,35,2,0,0,0,1,1,0
https://msb-11153688.maxicode7765.click/?id-102253688/,phishing,54,2,2,0,0,1,1,0
https://strategy-ads-manage-local-556320195.vercel.app/hhkruu.html/,phishing,67,3,4,0,0,1,1,0
https://trusted-verification-service-c2-6dn3.vercel.app/violate/page.html,phishing,73,3,4,0,0,1,1,0
https://sso-in-itrustcapital-en.webflow.io/,phishing,43,2,3,0,0,1,1,0
http://peppermint-vivid-sodalite.glitch.me/,phishing,43,2,2,0,0,1,0,0
https://latamcolvuelaconpromos.com/,phishing,35,1,0,0,0,0,1,0
http://msb-11174752.maxicode7765.click/?id-102274752=,phishing,53,2,2,0,0,1,0,0
https://de2ec8c9-910e-4964-83b1-4d212d0f811a-netflix-clone.pages.dev/,phishing,69,2,6,0,0,1,1,0
http://business.smart-accounts-security.com/meta-community-standard/,phishing,68,2,4,0,0,1,0,1
https://trusted-verification-service-c2-mlyy.vercel.app/violate/page.html,phishing,73,3,4,0,0,1,1,0
https://junoinnnnn.weebly.com/,phishing,30,2,0,0,0,1,1,0
https://oonlinneppaay.weebly.com/,phishing,33,2,0,0,0,1,1,0
https://cake-chisel-actor.glitch.me/public/nfccdcndd00.html,phishing,59,3,2,0,0,1,1,0
https://web3-exodus.squarespace.com/,phishing,36,2,1,0,0,1,1,0
https://docusiigndeal.weebly.com/,phishing,33,2,0,0,0,1,1,0
https://junoworkspacenok.weebly.com/,phishing,36,2,0,0,0,1,1,0
https://mailupopendh.weebly.com/,phishing,32,2,0,0,0,1,1,0
https://junowebmailsignin.weebly.com/,phishing,37,2,0,0,0,1,1,0
https://fnxx.info/a3cfa19bddb6af44d2qb0772ader45e704a8.html,phishing,59,2,0,0,0,0,1,0
https://business-verification-status-page-i-orcin.vercel.app/facebook-meta.html/,phishing,80,3,6,0,0,1,1,0
https://www.google.com,legitimate,22,2,0,0,0,1,1,0
