url,label
http://f1del-1lity.icu/7d0utk5/page.html,phishing
https://flde-1lity.qpon/7d0utk5/page.html,phishing
http://f1del-lllty.qpon/7d0utk5/page.html,phishing
https://secure-ledger-aut.webflow.io/,phishing
https://sinta.alwaysdata.net/ojol/wp-admin/maint/loto/nit/wallet.php/,phishing
http://cdfdeatt.weebly.com/,phishing
http://fq39hm.shop/,phishing
https://helps43957.zentech3129.click/,phishing
http://help-live---ledgre.webflow.io/,phishing
http://case-10069616.ljdatrophysclothingwear.com/,phishing
https://pe-interbank-pe.glitch.me/,phishing
https://meatttmasslogin.webflow.io/,phishing
https://trigondigital.in/ne/?uid=aaaa@example.jp,phishing
https://kucoeinlogzin.webflow.io/,phishing
http://f1del-lllty.sbs/,phishing
https://support-steampowered.com/,phishing
https://www.shard-merge-cache.vercel.app/,phishing
http://www.stream-fork-core.vercel.app/,phishing
http://meta-ads-manager-support-business-i-amber.vercel.app/facebook-meta.html,phishing
https://5511566.com/,phishing
http://bafybeifqgf7hacp4ugl6xk57ans3phuwnlp3z3gnzdxkrgb5rfaoestwfy.ipfs.dweb.link/,phishing
https://instagramviewimages.blogspot.com/,phishing
https://flde-1lity.bond/7d0utk5/,phishing
https://mxx777.net/,phishing
http://m.xn--wqr44au58h7ev.com/,phishing
http://soport-385validar.ct.ws/?i=1,phishing
https://ef5353cc-6cc0-4186-8230-aa0d3fb3e85b-00-2umra8v3ogatk.worf.replit.dev/transaction/ent/b-34f5/client.php,phishing
https://cdmv.gov-ugf.win/pay,phishing
http://trezorstrat.webflow.io/,phishing
https://mohitsinghbisht2003.github.io/BharatIntern-Project2/,phishing
https://vaibhavhackwhiz.github.io/Amazon-clone/,phishing
https://backgroundcheckspecialist.pages.dev/,phishing
https://petravalidatorfix.pages.dev/,phishing
https://shard-merge-cache.vercel.app/,phishing
https://f1del-l11ty.icu/page.html,phishing
http://stream-fork-core.vercel.app/,phishing
http://pagina.pro/verifyaccountfacebook,phishing
http://tiktok.dingdongshop.org/,phishing
https://sso-ndax-cdn--auuth.webflow.io/,phishing
http://trusttd.world/sign-in,phishing
https://souentregadorshopee.com.br/,phishing
http://www.netfliix.ch/,phishing
https://cdmv.gov-xwn.win/pay,phishing
https://dmv.com-hqxcv.vip/us,phishing
https://dmv.com-vnmbd.vip/us,phishing
https://pub-39eccc81a22049c8a0ec3214ec037872.r2.dev/index.html,phishing
https://deneme.luxoboutique.com.tr/,phishing
https://dmv.com-xczql.vip/us,phishing
https://cdmv.gov-xwx.win/pay,phishing
https://latamsaletour.vercel.app/ofertas/indexx.html,phishing
https://f1del-lllty.cfd/page.html,phishing
https://f1del-l1lty.bond/page.html,phishing
https://f1del-l1lty.cfd/page.html,phishing
https://f1del-l1lty.icu/page.html,phishing
https://f1del-l11ty.qpon/page.html,phishing
https://f1del-l11ty.bond/page.html,phishing
https://f1del-l1lty.qpon/page.html,phishing
https://f1del-lllty.bond/page.html,phishing
http://f1del-il1ty.qpon/,phishing
http://f1del-lllty.cfd/,phishing
http://f1del-l1lty.cfd/,phishing
https://f1del-l1lty.bond/,phishing
http://f1del-l11ty.qpon/,phishing
https://f1del-l11ty.bond/,phishing
https://f1del-l1lty.icu/,phishing
https://f1del-l11ty.cfd/page.html,phishing
https://sso---ndax-cdn-auths-d.webflow.io/,phishing
http://f1del-l11ty.cfd/,phishing
http://pranavsharma00.github.io/spotify,phishing
https://onewglob.pw:443/coi/?b=YTo0OntzOjU6ImxhYmVsIjtzOjA6IiI7czozOiJ1c3IiO2k6MTAwMztzOjQ6Im5vcGQiO3M6MTE6ImdhbWVwcm94LmNjIjtzOjE6Im8iO2k6MTAzO30=,phishing
https://gameprox.cc/go/y264u244/y264x2,phishing
https://danakaget.live/m.dana.id/dana/,phishing
https://f1del-l11ty.cyou/page.html,phishing
https://f1del-l11ty.sbs/page.html,phishing
https://f1del-l1lty.cyou/page.html,phishing
https://f1del-l11ty.sbs/,phishing
https://f1del-l1lty.cyou/,phishing
https://f1del-l1lty.sbs/,phishing
https://f1del-l1lty.sbs/page.html,phishing
https://f1del-lllty.sbs/page.html,phishing
http://f1del-l11ty.cyou/,phishing
http://kioket.plognoken.top/,phishing
https://stemncommunnity.com/tradeoffers/new/?parter=7538132337&token=S220Aq,phishing
https://steomcoommnumnlty.com/fd9320909dfi09090909209094224090242,phishing
https://steomcoommnumnlty.com/fd8x832239df930923od9f092409029424,phishing
http://ebay-kleinanzeigen-de-m-einloggen-html-user8292738.weebly.com/,phishing
http://pub-6f5f5befe14e4f778ca278fd7e0a2abf.r2.dev/index.html,phishing
https://dmv.com-hlrbg.vip/us,phishing
https://cdmv.gov-xwv.win/pay,phishing
http://f1del-ility.cyou/forgotLogin.html,phishing
http://metamaskkinotlogin.webflow.io/,phishing
http://metimakslogi.webflow.io/,phishing
https://f1del-ility.cfd/forgotLogin.html,phishing
https://f1del-il1ty.bond/forgotLogin.html,phishing
http://f1del-il1ty.cfd/forgotLogin.html,phishing
http://f1del-il1ty.icu/forgotLogin.html,phishing
https://support-263.ubpages.com/a268f82-1/,phishing
http://www.divice-location.us/tYVOF/,phishing
http://flash-courageous-aphid.glitch.me/quad.html,phishing
http://indigo-cobalt-innocent.glitch.me/public/NewNavyFederal.org.html,phishing
http://pancake-clone.vercel.app/activity/,phishing
https://h551006.cc/,phishing
https://f1del-il1ty.sbs/forgotLogin.html,phishing
https://f1del-ility.icu/forgotLogin.html,phishing
https://cug.wng.mybluehost.me/wp-admin/spotify/comprar/prv/,phishing
http://taap.it/2Rtbft,phishing
https://s161.servername.online/~chime256/anaesco/gele/home/nkl-log.php,phishing
https://pub-79ff6c7625cf43c59c1c3c3a0aea7ccb.r2.dev/index.html,phishing
https://pub-a29070233cb54ef393c1ddea471f903c.r2.dev/index.html,phishing
https://f1del-il1ty.sbs/page.html,phishing
https://f1del-il1ty.sbs/,phishing
https://unitedhartstore.club/,phishing
https://kleinanzeigen.demarket-de1.com/order/spIIgb5Yihlk/?plg=anafema,phishing
https://stearncommunnity.com/gift/139392298290,phishing
http://f1del-il1ty.icu/page.html,phishing
https://ngx361.inmotionhosting.com/~necd645/sql/isriii/,phishing
https://scresinc.com/webmaileyezik.html,phishing
http://topijeramitheallmighty.duckdns.org/CHASE/,phishing
https://amalkrishnakp.github.io/NETFILX_CLONE/,phishing
http://pagina.pro/facebook-verify-account-argentina,phishing
https://nikamroshan.github.io/Netflix-Clone-/,phishing
http://www.infineze.cc/vote/XxUnlySLgRoAxvFSAsck/,phishing
https://cdmv.gov-ugl.win/pay,phishing
https://steomcoommnumnlty.com/gud8283982984298d9f989824902,phishing
http://att-broaband.weeblysite.com/,phishing
https://coinbase18.com/,phishing
https://007k7.com/,phishing
http://breezy-boundless-verbena.glitch.me/,phishing
https://servicos30h-itau-id046541-gbh8cecchvbtangw.brazilsouth-01.azurewebsites.net/,phishing
http://sinta.alwaysdata.net/ojol/wp-admin/maint/loto/nit/wallet.php,phishing
http://portger.github.io/rogersmembersuser,phishing
https://hnmfd-6728413-futuretech-plovmryt-008.diversifiedhr.biz/master,phishing
https://amou-appeal13214864.vercel.app/,phishing
https://metaforbusiness-fbads.ubpages.com/support-brl,phishing
https://public-us-trezor.squarespace.com/,phishing
https://secure.dhlguestmanagement.com/events2/login.cfm?ref=/events2/index.cfm?auuid=2A03EE2D-9B78-8C32-BC45201A62BC3FB1credapp.cfm&statusCodeID=10,phishing
https://secure.dhlguestmanagement.com/events2/login.cfm?ref=/events2/index.cfm?auuid=420108F3-DCB0-B861-0DE000110CB3961Acredapp.cfm&statusCodeID=10,phishing
https://meta-ads-manager-support-business-git-3dc737-company-045593603.vercel.app/facebook-meta.html/,phishing
http://helpdeskbrhr.weebly.com/,phishing
https://steomcoommnumnlty.com/gof89292909d09f909240924092092094,phishing
https://public-us-trezor.squarespace.com/us-en,phishing
https://cu25.dev-id.de/konto/support/,phishing
https://ipfs.io/ipfs/bafkreigzg6ejiglob3ysf6epo4bec7d4y2plieztfwgnjroo37y2yovl4i,phishing
https://portal-trezor-start.netlify.app/,phishing
https://meta-ads-manager-support-business-i-amber.vercel.app/facebook-meta.html/,phishing
https://trusted-verification-service-cka-9tsb.vercel.app/violate/appeal.html,phishing
https://trusted-verification-service-c2-6dn3.vercel.app/violate/appeal.html/,phishing
http://rightsenforcementtoolscommunity.vercel.app/zL20=vMDFj&s&try=ttu&78g_ep=EgoyMDI1MDM.html,phishing
http://xndna-costumerid.cassiexnew96.my.id/,phishing
https://lahob098924-ceb6gre8dpftgnh9.centralus-01.azurewebsites.net/jsdisabled,phishing
https://accounts.bmwweb.ac/en/login/,phishing
http://www.paypsl.info/,phishing
http://rakytfstb.com/,phishing
http://pagoweb-claro.com/,phishing
http://www.phaetpanya.com/vibharamupload/1/xryukz_config/ALFA_DATA/login.php,phishing
http://www.phaetpanya.com/vibharamupload/1/xryukz_config/ALFA_DATA/information.php?access.x39699711837&&data.x=en_0386f83d340e841e43446305c,phishing
https://projectnamif553.azurewebsites.net/ins/?i=GKREW,phishing
https://steomcoommnumnlty.com/fid992492409f899420920p240924,phishing
http://www.sclnwab.vip/us/,phishing
http://eyjveg50956366.us/,phishing
http://emonitorinad.top/,phishing
https://search.jobaplicationchecker.com/,phishing
https://sumit444-commits.github.io/NETFLIX-CLONE/,phishing
https://iy1tedzzfkaldlve.bayareasantaclausexperience.com:8443/impact?oSQhyEFU4BJ7c7YxJvHX8gm18=fake@fake.com,phishing
https://mauriceprosper.github.io/netflix-landing-page/,phishing
https://www.whatsapp-vy.com/,phishing
https://arpaintingcolorado.com/wp-subscribe.php/,phishing
https://loakvk.blogspot.tw/,phishing
https://clinquant-donut-5d5524.netlify.app/?email=3mail@b.c,phishing
https://www.zweryfikowac683858.click/konto,phishing
https://rubabansari150.github.io/NETFLIX-home-page/,phishing
https://steamcommunl1ty.com/id=5162802847,phishing
https://entregador-shopee.shop/,phishing
http://cyppxwitrhmjyhnaoku0qsxvmhoterfe.web-wsapp.net/,phishing
https://techplaneter.com/mobilelegends/,phishing
http://logiusgemini-us.godaddysites.com/,phishing
https://rajeshboya8.github.io/Amazon-Clone/,phishing
http://ggggbbb.banurrr.biz.id/,phishing
https://xfinity-100538.weeblysite.com/,phishing
https://gracfugrindfweorifjdssflf.nyc3.digitaloceanspaces.com/nvvvr.html,phishing
http://help-extenion-coinbase-com.webflow.io/,phishing
https://auth-sso---itrusstcapital---com--auth.webflow.io/,phishing
https://cn.plhhovyj.com:9119/home/register?code=29534,phishing
https://netfimarketing.com/82324ec41qf40e45860b67838c4ia5f37c52.html,phishing
https://netfimarketing.com/l80830e19x3acb4a7c38ff1cbc5rceadc6c8.html,phishing
https://submit-instant-appeal-for-pages-terms-info-review.vercel.app/,phishing
https://ratneshraj02.github.io/NetFlix-Clone,phishing
https://metas-vorg.vercel.app/contactsp/help.html?fbclid=IwY2xjawKit1FleHRuA2FlbQIxMABicmlkETFCZzJZYUo0bFM4SnVNTnFRAR4Bttjxu0y28V8f-BnoyQPti7y_X4lFgSJOEPgXOekLmiBTainIitY6Fneneg_aem_HoCdIUEq6s28DrDrW55ayw,phishing
http://15012566-b2f5-4ff5-9dc7-4627b67ed93a-netflix-clone.pages.dev/,phishing
http://descuentopromo.pgos.ink/,phishing
https://kratoz07.github.io/,phishing
https://jlkxvbkl.pages.dev/,phishing
http://discord-collaboration.com/gift/id=761114,phishing
https://stearncommunnity.com/glft-card/817827561939,phishing
https://web-extn-coinbase-com.webflow.io/,phishing
https://bd0support.devscenter.workers.dev/bdo-form/9ltsTW7HyUK45pVKE8GOObVJkCtN01UZwq5XSHN4LR,phishing
https://muhammedsyams.github.io/Amazon-Clone-static/,phishing
https://www.animon.ai/s,phishing
https://cn.wanbo44.bet/home/register,phishing
https://emonitorinbj.top/,phishing
https://auspostukmf.top/Audtik/,phishing
http://ef5353cc-6cc0-4186-8230-aa0d3fb3e85b-00-2umra8v3ogatk.worf.replit.dev/,phishing
https://trusted-verification-service-d13-iawf.vercel.app/violate/appeal.html/,phishing
https://trusted-verification-service-d13-iawf.vercel.app/violate/page.html/,phishing
http://tc-nb-well-simpsons.trycloudflare.com/login.html,phishing
http://tc-nb-well-simpsons.trycloudflare.com/login2.html,phishing
https://jpg6768889.vercel.app/process.html?3mail@b.c=,phishing
https://sg-play-naruto.mobilelegendds.com/?fbclid=IwQ0xDSwKlSAxleHRuA2FlbQIxMQABHiuv-atnXjoD3f1WULaKnJbGFxQJvyeMvBhgIfzA4o58H3VSGYBGYQaIoABX_aem_JN2atNj3QAjVgg5yJbB5MQ,phishing
https://stearncommunnity.com/app/1643320/STALKER_2_Heart_of_Chornobyl,phishing
https://yagla.tv/c8VYXLb,phishing
https://stedmcooommnlunlty.com/cgi48920909409df09292309,phishing
https://chandrakant1212.github.io/Amazon-Clone/,phishing
https://whatsapph.co/,phishing
http://ee-account-security.web.app/,phishing
http://leboncoin.page4898545614.com/buy/378474/,phishing
https://pub-66b3faa04e9e4dbe91310c81250a3f4f.r2.dev/vmo.html,phishing
http://kaken-lugainnz.godaddysites.com/,phishing
https://ipfs.io/ipns/k51qzi5uqu5dmftu1bhdn3eeh4dwfnm4jpo0moqbsuyisyv46vin5wi4wj3ju4/?email=3mail@b.c%0D,phishing
https://facilcrm.markenetics.com/wp-includes/blocks/weff34g/,phishing
https://auth-ur-itrustcapital.webflow.io/,phishing
https://rightsenforcementtoolscommunity.vercel.app/zL20=vMDFj&s&try=ttu&78g_ep=EgoyMDI1MDM,phishing
https://nliva29.vercel.app/botmoi.html/,phishing
https://www.dhlexpresspoint.com/,phishing
https://supports.cloudaccess.host/A/Ama/infospage.php,phishing
https://vibhas677.github.io/Netflix,phishing
https://msb-11153688.maxicode7765.click/?id-102253688/,phishing
https://strategy-ads-manage-local-556320195.vercel.app/hhkruu.html/,phishing
https://trusted-verification-service-c2-6dn3.vercel.app/violate/page.html,phishing
https://sso-in-itrustcapital-en.webflow.io/,phishing
http://peppermint-vivid-sodalite.glitch.me/,phishing
https://latamcolvuelaconpromos.com/,phishing
http://msb-11174752.maxicode7765.click/?id-102274752=,phishing
https://de2ec8c9-910e-4964-83b1-4d212d0f811a-netflix-clone.pages.dev/,phishing
http://business.smart-accounts-security.com/meta-community-standard/,phishing
https://trusted-verification-service-c2-mlyy.vercel.app/violate/page.html,phishing
https://junoinnnnn.weebly.com/,phishing
https://oonlinneppaay.weebly.com/,phishing
https://cake-chisel-actor.glitch.me/public/nfccdcndd00.html,phishing
https://web3-exodus.squarespace.com/,phishing
https://docusiigndeal.weebly.com/,phishing
https://junoworkspacenok.weebly.com/,phishing
https://mailupopendh.weebly.com/,phishing
https://junowebmailsignin.weebly.com/,phishing
https://fnxx.info/a3cfa19bddb6af44d2qb0772ader45e704a8.html,phishing
https://business-verification-status-page-i-orcin.vercel.app/facebook-meta.html/,phishing
